,Unnamed: 0,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3845,4911,CA-2017-127306,2017-01-14,2017-01-18,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10001924,Office Supplies,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2.0,0.2,6.999
3846,4912,CA-2017-127306,2017-01-14,2017-01-18,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5.0,0.7,-4.577
3847,4913,CA-2017-127306,2017-01-14,2017-01-14,Standard Class,BH-11710,Consumer,United States,Johnson City,California,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2.0,0.7,-1.8392
3848,4914,CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,Consumer,United States,Seattle,Washington,West,Unknown_Product ID,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2.0,0.0,10.4284
3849,4915,CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,Consumer,United States,Seattle,Washington,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3.0,0.2,5.4201
3850,4916,CA-2017-163125,2017-10-09,2017-10-11,Second Class,MB-17305,Consumer,United States,League City,Texas,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7.0,0.2,5.8751
3851,4917,CA-2017-163125,2017-10-09,2017-10-11,Standard Class,MB-17305,Consumer,United States,League City,Texas,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3.0,0.3,-32.6646
3852,4918,CA-2016-160304,2016-06-26,2016-06-26,Standard Class,BM-11575,Corporate,United States,Gaithersburg,Maryland,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3.0,0.2,38.2668
3853,4919,CA-2016-160304,2016-01-02,2016-01-07,Standard Class,BM-11575,Corporate,United States,Gaithersburg,Maryland,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2.0,0.0,67.2742
3854,4920,CA-2017-101728,2017-08-19,2017-08-23,Standard Class,SC-20575,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2.0,0.8,-3.9032
3855,4921,CA-2017-114055,2017-12-25,2017-12-29,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2.0,0.0,46.1184
3856,4922,CA-2017-114055,2017-12-25,2017-12-29,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2.0,0.0,1.1946
3857,4924,CA-2017-114055,2017-12-25,2017-12-29,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2.0,0.0,23.5248
3858,4925,CA-2017-126438,2017-09-10,2017-09-13,First Class,AR-10345,Corporate,United States,Lawrence,Massachusetts,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2.0,0.0,3.72
3859,4927,CA-2017-143245,2017-12-01,2017-12-06,Standard Class,AD-10180,Home Office,United States,Fairfield,Connecticut,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3.0,0.0,9.3312
3860,4929,US-2014-138828,2014-09-02,2014-09-03,First Class,KD-16345,Consumer,United States,New York City,New York,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5.0,0.0,16.17
3861,4930,US-2014-138828,2014-09-02,2014-09-03,First Class,KD-16345,Consumer,United States,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3.0,0.0,7.0218
3862,4931,CA-2017-143651,2017-03-25,2017-03-30,Standard Class,FM-14215,Corporate,United States,Seattle,Washington,West,OFF-AR-10001446,Office Supplies,Art,Newell 309,23.1,2.0,0.0,6.93
3863,4932,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,Unknown_Customer ID,Consumer,United States,Aurora,Colorado,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,1.0,0.2,4.2309
3864,4933,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,Consumer,United States,Aurora,Colorado,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2.0,0.7,-0.792
3865,4934,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,Consumer,United States,Aurora,Colorado,West,OFF-FA-10003021,Office Supplies,Fasteners,Staple envelope,4.512,3.0,0.2,0.846
3866,4935,CA-2015-155124,2015-03-15,2015-03-21,Standard Class,KS-16300,Corporate,United States,Lehi,Utah,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3.0,0.2,1.6776
3867,4936,CA-2017-150931,2017-01-06,2017-01-13,Standard Class,DP-13390,Home Office,United States,Tuscaloosa,Alabama,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7.0,0.0,15.5204
3868,4938,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Consumer,United States,San Francisco,California,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3.0,0.15,3.9294
3869,4939,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Consumer,United States,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,0.0,6.567
3870,4942,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,Consumer,United States,New York City,Delaware,East,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2.0,0.0,1.7608
3871,4943,CA-2017-106782,2017-12-21,2017-12-27,Standard Class,LP-17095,Consumer,United States,Lafayette,California,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1.0,0.0,18.767
3872,4944,CA-2016-151372,2016-09-05,2016-09-06,First Class,JH-15985,Consumer,United States,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2.0,0.0,46.1184
3873,4945,CA-2016-151372,2016-09-05,2016-09-06,First Class,JH-15985,Consumer,United States,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2.0,0.2,3.942
3874,4946,CA-2016-151372,2016-09-05,2016-09-06,First Class,JH-15985,Consumer,United States,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,3.0,0.0,1.7876
3875,4947,CA-2014-102085,2014-10-04,2014-10-09,Standard Class,JD-16015,Consumer,United States,Seattle,Washington,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4.0,0.0,13.7428
3877,4949,CA-2017-107125,2017-11-27,2017-12-02,Standard Class,BD-11320,Consumer,United States,Los Angeles,California,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3.0,0.2,6.0288
3878,4950,CA-2016-125815,2016-10-28,2016-11-01,Second Class,DL-13330,Consumer,United States,New York City,New York,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3.0,0.0,5.2164
3879,4951,CA-2015-144190,2015-06-09,2015-06-13,Standard Class,NC-18415,Consumer,United States,Royal Oak,Michigan,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,12.96,2.0,0.0,6.2208
3880,4952,CA-2017-117926,2017-12-08,2017-12-12,Second Class,AS-10225,Corporate,United States,San Francisco,California,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1.0,0.0,20.844
3881,4953,CA-2015-153906,2015-03-16,2015-03-20,Standard Class,MS-17980,Corporate,United States,New York City,New York,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2.0,0.0,2.577
3882,4954,CA-2014-160262,2014-06-09,2014-06-13,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18.06,7.0,0.0,4.6956
3883,4955,CA-2014-160262,2014-06-09,2014-06-13,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,West,OFF-PA-10003641,Office Supplies,Paper,Staple envelope,79.14,3.0,0.0,36.4044
3884,4956,Unknown_Order ID,2014-06-09,2014-06-13,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2.0,0.0,14.212
3885,4957,CA-2015-127607,2015-03-20,2015-03-26,Standard Class,JK-15730,Consumer,United States,Carrollton,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2.0,0.8,-4.396
3886,4958,CA-2015-127607,2015-03-20,2015-03-26,Standard Class,JK-15730,Consumer,United States,Carrollton,Texas,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,9.0,0.2,6.1308
3887,4959,CA-2016-166226,2016-11-18,2016-11-22,Standard Class,TC-21535,Home Office,United States,Los Angeles,California,West,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1.0,0.2,8.532
3888,4960,CA-2016-166226,2016-11-18,2016-11-22,Standard Class,TC-21535,Home Office,United States,Los Angeles,California,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1.0,0.0,18.3168
3889,4961,CA-2014-156587,2014-03-07,2014-03-08,First Class,Unknown_Customer ID,Consumer,United States,Seattle,Washington,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1.0,0.2,5.4801
3890,4962,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3.0,0.0,4.6644
3891,4963,CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3.0,0.0,4.8588
3892,4964,CA-2016-141180,2016-05-15,2016-05-19,Second Class,DP-13000,Consumer,United States,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4.0,0.7,-5.176
3893,4965,CA-2015-109708,2015-05-25,2015-05-28,Second Class,CY-12745,Corporate,United States,Columbia,Tennessee,South,TEC-PH-10001944,Technology,Binders,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4.0,0.2,58.38
3894,4966,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,Home Office,United States,Providence,Rhode Island,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3.0,0.0,3.8655
3895,4967,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,Home Office,United States,Providence,Rhode Island,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2.0,0.2,4.116
3896,4969,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,Home Office,United States,Providence,Rhode Island,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98,1.0,0.0,15.5372
3897,4970,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Corporate,United States,Jacksonville,California,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,207.984,2.0,0.2,-28.5978
3898,4971,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.112,2.0,0.2,12.6392
3899,4972,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,2.0,0.2,5.7798
3900,4973,US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2.0,0.2,31.0688
3901,4974,CA-2016-164896,2016-11-07,2016-11-12,Standard Class,Unknown_Customer ID,Home Office,United States,Oceanside,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2.0,0.0,6.321
3902,4976,CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,Consumer,United States,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5.0,0.2,7.209
3903,4977,CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,Consumer,United States,New York City,New York,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,3.0,0.2,2.3408
3904,4979,US-2016-131114,2016-12-09,2016-12-13,Second Class,RW-19630,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3.0,0.2,1.5426
3905,4980,US-2016-131114,2016-12-09,2016-12-13,Second Class,RW-19630,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Binders,Staple envelope,4.356,2.0,0.8,-11.7612
3906,4981,US-2016-131114,2016-12-09,2016-12-13,Second Class,RW-19630,Corporate,United States,Chicago,California,Central,Unknown_Product ID,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4.0,0.2,-1.428
3907,4982,CA-2014-160066,2014-11-16,2014-11-22,Standard Class,AH-10075,Corporate,United States,Huntington Beach,California,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2.0,0.0,2.4012
3908,4983,CA-2016-109925,2016-11-06,2016-11-10,Second Class,IM-15070,Consumer,United States,New York City,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3.0,0.0,22.9068
3909,4984,CA-2015-160696,2015-09-06,2015-09-10,Standard Class,CK-12760,Corporate,United States,Nashville,Tennessee,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,5.0,0.2,1.1765
3910,4985,CA-2014-125171,2014-09-03,2014-09-03,Same Day,AG-10390,Consumer,United States,New York City,New York,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5.0,0.0,7.056
3911,4986,CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,Home Office,United States,Colorado Springs,Colorado,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,15.552,3.0,0.2,5.4432
3912,4988,CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,3.108,2.0,0.7,-2.1756
3913,4989,CA-2017-107321,2017-08-31,2017-09-04,Standard Class,AW-10930,Home Office,United States,San Francisco,California,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3.0,0.2,2.1684
3914,4992,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,Corporate,United States,Memphis,Tennessee,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,3.0,0.2,18.8784
3915,4993,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,Corporate,United States,Memphis,Tennessee,South,OFF-LA-10004008,Office Supplies,Labels,Avery 507,18.432,8.0,0.2,5.9904
3916,4994,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,Corporate,United States,Memphis,Tennessee,South,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,5.0,0.2,3.556
3917,4995,CA-2014-132227,2014-11-04,2014-11-10,Standard Class,SZ-20035,Home Office,United States,New York City,New York,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4.0,0.2,18.8732
3918,4996,CA-2017-155824,2017-03-10,2017-03-15,Standard Class,KS-16300,Corporate,United States,Raleigh,North Carolina,South,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1.0,0.2,3.6588
3919,4997,CA-2017-155824,2017-03-10,2017-03-15,Standard Class,KS-16300,Corporate,United States,Raleigh,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,13.092,4.0,0.7,-10.0372
3920,4998,CA-2016-129238,2016-01-31,2016-02-04,Standard Class,SC-20050,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1.0,0.2,8.2194
3921,4999,CA-2016-129238,2016-01-31,2016-02-04,Standard Class,SC-20050,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5.0,0.0,27.783
3922,5000,CA-2017-159688,2017-05-07,2017-05-12,Standard Class,AB-10060,Home Office,United States,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1.0,0.0,28.7964
3923,5001,CA-2016-136126,2016-05-24,2016-05-24,Same Day,EH-14125,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5.0,0.0,20.155
3924,5003,CA-2016-155033,2016-10-07,2016-10-12,Standard Class,CC-12475,Consumer,United States,Los Angeles,California,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2.0,0.2,5.0688
3925,5004,CA-2014-156006,2016-06-26,2016-06-26,Second Class,TM-21010,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3.0,0.0,16.2486
3926,5007,CA-2015-169796,2015-11-09,2015-11-14,Standard Class,Dp-13240,Home Office,United States,New York City,New York,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3.0,0.0,3.0498
3927,5008,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,9.522,1.0,0.7,-6.9828
3928,5010,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,4.923,3.0,0.7,-3.9384
3929,5012,US-2017-160465,2017-07-21,2017-07-26,Standard Class,SW-20350,Home Office,United States,Cleveland,Ohio,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,33.93,3.0,0.7,-22.62
3930,5013,US-2017-160465,2017-07-21,2017-07-26,Standard Class,SW-20350,Home Office,United States,Cleveland,Ohio,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,222.32,7.0,0.2,25.011
3931,5015,CA-2014-153850,2014-11-24,2014-11-29,Standard Class,TH-21100,Consumer,United States,Toledo,Ohio,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7.0,0.2,9.6712
3932,5017,CA-2014-127558,2014-11-15,2014-11-18,First Class,SS-20410,Consumer,United States,Los Angeles,California,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3.0,0.0,3.2352
3933,5019,CA-2014-127558,2014-11-15,2014-11-18,First Class,SS-20410,Consumer,United States,Los Angeles,California,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2.0,0.0,5.3196
3934,5020,CA-2017-136511,2017-03-23,2017-03-25,Second Class,MZ-17515,Consumer,United States,New York City,New York,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,347.58,3.0,0.0,17.379
3935,5021,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,JE-15475,Consumer,United States,San Diego,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2.0,0.0,21.792
3936,5023,CA-2016-133795,2016-12-18,2016-12-24,Standard Class,JE-15475,Consumer,United States,San Diego,California,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4.0,0.0,11.1776
3937,5024,US-2017-130953,2017-07-29,2017-08-03,Standard Class,RF-19735,Consumer,United States,Oklahoma City,Oklahoma,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,33.48,2.0,0.0,16.4052
3938,5026,US-2017-130953,2017-07-29,2017-08-03,Standard Class,RF-19735,Consumer,United States,New York City,Oklahoma,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2.0,0.0,60.5528
3939,5028,CA-2014-151792,2014-09-02,2014-09-07,Second Class,CV-12295,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3.0,0.2,53.9946
3940,5029,CA-2017-139304,2017-01-29,2017-02-02,Standard Class,VG-21790,Consumer,United States,San Francisco,California,West,OFF-AR-10001216,Office Supplies,Binders,Newell 339,8.34,3.0,0.0,2.1684
3941,5030,CA-2017-139304,2017-01-29,2017-02-02,Standard Class,VG-21790,Consumer,United States,San Francisco,California,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1.0,0.0,2.2282
3942,5031,CA-2017-139304,2017-01-29,2017-02-02,Standard Class,VG-21790,Consumer,United States,San Francisco,California,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8.0,0.2,40.3704
3943,5032,CA-2016-155166,2016-12-26,2017-01-02,Standard Class,BB-11545,Corporate,United States,Vineland,New Jersey,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,212.94,3.0,0.0,25.5528
3944,5033,CA-2016-155166,2016-12-26,2017-01-02,Standard Class,BB-11545,Corporate,United States,New York City,New Jersey,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,26.49,1.0,0.0,7.4172
3945,5036,CA-2014-169803,2014-04-06,2014-04-12,Standard Class,SC-20260,Corporate,United States,Seattle,Washington,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2.0,0.0,2.034
3946,5038,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,Corporate,United States,Wilmington,Delaware,East,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4.0,0.3,-37.1124
3947,5041,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Consumer,United States,Los Angeles,California,West,OFF-PA-10002421,Office Supplies,Binders,Embossed Ink Jet Note Cards,67.71,3.0,0.0,32.5008
3948,5042,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4.0,0.0,38.976
3949,5044,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Consumer,United States,Los Angeles,California,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,61.4,5.0,0.0,28.858
3950,5046,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Consumer,United States,Los Angeles,California,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3.0,0.2,1.8144
3951,5047,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5.0,0.0,3.969
3952,5048,US-2014-104759,2014-03-31,2014-04-04,Standard Class,Unknown_Customer ID,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8.134,7.0,0.8,-13.8278
3953,5049,US-2014-104759,2014-03-31,2014-04-04,Standard Class,DD-13570,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.984,2.0,0.2,13.9972
3954,5050,CA-2015-150511,2015-09-18,2015-09-24,Standard Class,AB-10060,Home Office,United States,Des Moines,Washington,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2.0,0.0,8.7138
3955,5051,CA-2015-134922,2015-11-07,2015-11-11,Standard Class,KB-16240,Corporate,United States,Philadelphia,Pennsylvania,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2.0,0.2,7.93
3956,5054,CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,Consumer,United States,Dallas,Texas,Central,OFF-AR-10001246,Office Supplies,Art,Newell 317,7.056,3.0,0.2,0.7938
3957,5056,CA-2015-162166,2015-09-08,2015-09-11,First Class,NM-18520,Consumer,United States,Moreno Valley,California,West,Unknown_Product ID,Office Supplies,Paper,Xerox 1928,26.4,5.0,0.0,11.88
3958,5057,CA-2015-162166,2015-09-08,2015-09-11,First Class,NM-18520,Consumer,United States,Moreno Valley,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,41.88,6.0,0.2,0.8376
3959,5061,CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,43.98,2.0,0.0,21.99
3960,5063,CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,Consumer,United States,Minneapolis,Minnesota,Central,FUR-FU-10000723,Furniture,Binders,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3.0,0.0,11.1564
3961,5067,CA-2017-160934,2017-01-15,2017-01-19,Standard Class,TT-21460,Home Office,United States,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5.0,0.0,6.206
3962,5069,CA-2014-124478,2014-08-08,2014-08-12,Standard Class,MA-17560,Home Office,United States,Trenton,Michigan,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3.0,0.1,37.23
